full_name,description,stars,forks,language,url,year,last_updated
Eden-Eldith/UMACO,"AI-first multi-agent optimization framework. Nature-inspired, rapidly adaptable by LLMs for any domain. Stigmergy, topological fields, and universal economy.",2,0,https://github.com/Eden-Eldith/UMACO,2025,Python,2025-11-26T15:30:19+00:00
Acrion-AI/AcrionAI,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",1,1,https://github.com/Acrion-AI/AcrionAI,2024,Python,2024-12-30T20:03:18+00:00
tuohaiteng/XMetrics, A Unified Multi-Agent Multi-Dimensional Human-Centered Metrics Framework for LLM Explanations,0,0,https://github.com/tuohaiteng/XMetrics,2025,Python,2025-06-04T08:59:16+00:00
dreameverest2203/PromptSwarm,A multi-agent framework where specialized LLM agents collaborate to automatically optimize prompts,0,0,https://github.com/dreameverest2203/PromptSwarm,2025,Python,2025-09-08T03:07:37+00:00
Zhreyu/AEGIS,A Multi-Agent LLM Framework for Cross-Domain Incident Triage and Negotiated Assignment,0,0,https://github.com/Zhreyu/AEGIS,2025,Python,2025-11-28T11:51:34+00:00
may3rd/ProcessDesignAgents,"A multi-agent LLM framework for chemical process engineering design, inspired by TradingAgents.",0,0,https://github.com/may3rd/ProcessDesignAgents,2025,Python,2025-11-06T11:22:22+00:00
PraisonLabs/Praison,"Praison is a production-ready framework for building multi-agent AI systems that enables intelligent agents to collaborate, reason, self-reflect, and use tools to automate tasks, with support for over 100 LLMs and flexible workflows for both code and no-code usage.",2,3,https://github.com/PraisonLabs/Praison,2025,Python,2025-08-21T16:00:58+00:00
emmanuelgjr/llm-threat-modeling-agents,"Multi-agent LLM threat modeling framework using MAESTRO and OWASP COMPASS, with modular agents for security risk analysis, CVE mapping, and remediation recommendations.",1,0,https://github.com/emmanuelgjr/llm-threat-modeling-agents,2025,Python,2025-05-20T02:42:17+00:00
MobinRoohi/LLM-Final-Project,"CritiqueNet, a multi-agent LLM framework with Retrieval-Augmented Generation (RAG) to automate scholarly peer review and paper acceptance classification using the PeerRead v1 dataset.",0,0,https://github.com/MobinRoohi/LLM-Final-Project,2025,Python,2025-09-17T20:37:09+00:00
harehimself/autogen-lab,"Investigating the usefulness of ""AutoGen"" by Microsoft. AutoGen is a framework for simplifying the orchestration, optimization, and automation of LLM workflows. This repository contains experiments testing multi-agent coordination, task delegation, and performance benchmarks.",3,0,https://github.com/harehimself/autogen-lab,2025,Python,2025-06-17T22:40:54+00:00
AIAfterDark/LORS,LORS (Local O1 Reasoning System) - A distributed reasoning framework using local LLMs for advanced prompt analysis and response generation through parallel processing pipelines. Implements multi-agent architecture with dynamic scaling for complex query processing.,5,0,https://github.com/AIAfterDark/LORS,2024,Python,2024-10-27T16:41:22+00:00
MauricioSaurith/LLM_finance_agent,This short project implements a collaborative multi-agent system built with the Phi Framework and powered by the LLM Groq’s Llama-3.3-70B model. ,0,0,https://github.com/MauricioSaurith/LLM_finance_agent,2025,Python,2025-10-31T01:25:57+00:00
roshangeorge97/llm_confidence_eval_crewAI,Ground-Truth-Guided Evaluation (GTGE) framework using a multi-agent Crew AI system to improve the self-correction capabilities of Large Language Models (LLMs).,0,0,https://github.com/roshangeorge97/llm_confidence_eval_crewAI,2025,Python,2025-04-18T07:47:30+00:00
aliasad059/RedDebate,"Multi-agent debate framework for enhancing LLM safety through red-teaming prompts, feedback-driven learning, long-term memory, and diverse structured debate strategies.",2,0,https://github.com/aliasad059/RedDebate,2025,Python,2025-10-14T14:23:23+00:00
soharabhossain/delegent,A framework for task decomposition and delegation for multi-agent workflows powered by LLMs,1,0,https://github.com/soharabhossain/delegent,2025,Python,2025-04-19T13:11:42+00:00
wlanderson0/caip-agents-demo,Demonstrating vulnerability of LLM multi-agent frameworks to jailbreaks via interaction with one agent.,1,0,https://github.com/wlanderson0/caip-agents-demo,2025,Python,2025-02-06T00:17:52+00:00
GYAN-ARORA/lmflow,"A simple, clean python framework for building multi-agent applications powered by your favourite LLMs",0,0,https://github.com/GYAN-ARORA/lmflow,2024,Python,2024-11-29T04:13:13+00:00
devangb3/LLM-Self-Chat,"A framework for LLMs to converse with themselves or other LLMs, where an auditor can assign custom system prompts to each agent. Useful for prompt engineering, behavior analysis, and multi-agent simulations.",0,0,https://github.com/devangb3/LLM-Self-Chat,2025,Python,2025-08-20T06:56:29+00:00
chisasaw/redcache-ai,A memory framework for Large Language Models and Agents.,184,9,https://github.com/chisasaw/redcache-ai,2024,Python,2024-12-29T11:05:33+00:00
tsinghua-fib-lab/AgentMove,[NAACL 2025 Main] AgentMove: A Large Language Model based Agentic Framework for Zero-shot Next Location Prediction.,36,8,https://github.com/tsinghua-fib-lab/AgentMove,2025,Python,2025-07-26T05:53:59+00:00
dcy0577/Text2BIM,Implementation of Text2BIM: Generating Building Models Using a Large Language Model-based Multi-Agent Framework,63,9,https://github.com/dcy0577/Text2BIM,2025,Python,2025-06-06T20:03:09+00:00
GISense/CartoAgent,"The official repository for our work ""CartoAgent: a multimodal large language model-powered multi-agent cartographic framework for map style transfer and evaluation"".",22,3,https://github.com/GISense/CartoAgent,2025,Python,2025-06-02T11:08:47+00:00
tuantuan-lin/A-Conversational-Large-Language-Model-AI-Agent,"Python codes used in: ""A Conversational Large-Language-Model AI Agent for Synthesis of Metal-Organic Frameworks for Catalysis""",3,0,https://github.com/tuantuan-lin/A-Conversational-Large-Language-Model-AI-Agent,2025,Python,2025-05-20T07:31:27+00:00
Skytliang/SpyGame,SpyGame: An interactive multi-agent framework to evaluate intelligence with large language models :D,15,0,https://github.com/Skytliang/SpyGame,2023,Python,2023-11-09T09:27:55+00:00
royerlab/litemind,"litemind is a Python library designed to empower developers to build sophisticated conversational agents and tools. It provides a flexible and elegant API for interacting with Large Language Models (LLMs) from various providers, along with a powerful agentic AI framework that supports multimodal inputs and outputs.",18,3,https://github.com/royerlab/litemind,2025,Python,2025-08-13T09:18:52+00:00
DanielLin97/FACT-AUDIT,An Adaptive Multi-Agent Framework for Dynamic Fact-Checking Evaluation of Large Language Models,9,0,https://github.com/DanielLin97/FACT-AUDIT,2025,Python,2025-02-27T01:01:57+00:00
cnguyen14/AIAgentTemplate,"Framework mẫu để xây dựng các agent thông minh sử dụng Large Language Models (LLM) với hỗ trợ đầy đủ cho CLI, API HTTP và tích hợp LangGraph.",8,2,https://github.com/cnguyen14/AIAgentTemplate,2025,Python,2025-04-06T21:56:52+00:00
dmisino/simulacra,Framework for creating interactive agents with believable behaviors using large language models,4,0,https://github.com/dmisino/simulacra,2023,Python,2023-05-24T11:55:16+00:00
The-Swarm-Corporation/MedGuard,"MedGuard is a robust, production-grade Python library that ensures HIPAA compliance for large language model (LLM) agents. Designed for enterprise applications in healthcare, MedGuard provides comprehensive security, privacy, and compliance frameworks that integrate seamlessly into your AI-driven workflows.",12,3,https://github.com/The-Swarm-Corporation/MedGuard,2025,Python,2025-10-13T21:18:51+00:00
reedxiao/langdag,"LangDAG is a specialized orchestration framework for building LLM (Large Language Model) agent workflows using DAGs(Directed Acyclic Graphs), written in Python.",7,0,https://github.com/reedxiao/langdag,2025,Python,2025-10-02T14:36:16+00:00
harinaralasetty/CORAG,"A highly contextualized retrieval system integrating Large Language Models (LLMs), embeddings, and a dynamic agent-driven framework. Supports PDF and audio file processing, conversational memory, and tool integration (search, calculator). Features advanced HNSW indexing and reranking for accurate information retrieval. ",26,2,https://github.com/harinaralasetty/CORAG,2025,Python,2025-09-24T15:26:29+00:00
ragi19/Mihrab-AI-Agent,"A flexible and extensible framework for building AI agents powered by large language models (LLMs). This framework enables seamless integration with multiple LLM providers, intelligent provider fallback, and memory-enabled agents.",6,0,https://github.com/ragi19/Mihrab-AI-Agent,2025,Python,2025-11-24T02:16:37+00:00
wisper12933/GA-Rollback,Generator-Assistant Stepwise Rollback Framework for Large Language Model Agent (EMNLP 2025 Main),3,0,https://github.com/wisper12933/GA-Rollback,2025,Python,2025-10-14T07:23:33+00:00
kyegomez/Open-Cursor-Agent,"An open-source autonomous AI agent implementation inspired by Cursor Agent, built with the Swarms framework. This production-grade agent can autonomously plan, execute, and complete complex tasks using a combination of Large Language Model reasoning and tool execution.",7,0,https://github.com/kyegomez/Open-Cursor-Agent,2025,Python,2025-10-24T22:24:40+00:00
alexander2618/MedLA,The official code base for paper AAAI2026 <MedLA: A Logic-Driven Multi-Agent Framework for Complex Medical Reasoning with Large Language Models>,7,0,https://github.com/alexander2618/MedLA,2025,Python,2025-11-24T13:55:06+00:00
azmeraw-tech/A-Multi-Agent-Large-Language-Model-Framework-for-Intelligent-Medical-Consultation,"A Multi-Agent Large Language Model Framework for Intelligent Medical Consultation, Doctor Recommendation, and Appointment Scheduling",0,0,https://github.com/azmeraw-tech/A-Multi-Agent-Large-Language-Model-Framework-for-Intelligent-Medical-Consultation,2025,Python,2025-10-28T14:24:42+00:00
furqanhassannust/Instruction-Tuned-Hybrid-Summarization-Using-Large-Language-Model,Dual-pipeline framework integrating instruction-tuned LLMs and multi-agent orchestration for hybrid news summarization and sentiment analysis using CrewAI and DeepSeek-V3.,0,0,https://github.com/furqanhassannust/Instruction-Tuned-Hybrid-Summarization-Using-Large-Language-Model,2025,Python,2025-10-30T06:19:49+00:00
Saifulislamsayem19/LLM-Driven-RealEstate-Voice-Agent,"A powerful AI assistant framework combining LangGraph, Large Language Models (LLMs), and Retrieval-Augmented Generation (RAG) with integrated Speech-to-Text (STT) and Text-to-Speech (TTS) capabilities for seamless conversational experiences.",4,0,https://github.com/Saifulislamsayem19/LLM-Driven-RealEstate-Voice-Agent,2025,Python,2025-11-23T18:58:23+00:00
Multi-Agent-LLMs/mallm-demo,MALLM: Multi-Agent Large Language Models Framework,1,0,https://github.com/Multi-Agent-LLMs/mallm-demo,2025,Python,2025-11-20T15:17:55+00:00
blackcatkai7040306/MarketAgents,This project provides agent framework for creating market agents with economic incentive. The agents have utilities for parallel AI inference and prompt caching using large language models (LLMs).,2,0,https://github.com/blackcatkai7040306/MarketAgents,2024,Python,2024-12-24T07:53:13+00:00
AGI-Eval-Official/CATArena,"CATArena is an engineering-level tournament evaluation platform for Large Language Model-driven code agents (LLM-driven code agents), based on an iterative competitive peer learning framework. ",3,1,https://github.com/AGI-Eval-Official/CATArena,2025,Python,2025-11-04T07:49:33+00:00
RedaElMakroum/agentic-ai-hems,Agentic AI Home Energy Management System: A Large Language Model Framework for Residential Load Scheduling,1,1,https://github.com/RedaElMakroum/agentic-ai-hems,2025,Python,2025-11-05T16:16:52+00:00
livingstonlarus/runic,"A lightweight framework for parallel development with multiple AI agents. Provides structured memory management, specialized agent roles, and workflow guidance to maximize development velocity. Runic enhances Large Language Models (LLMs) with Long-Term Memory (LTM) capabilities and structured knowledge retention.",6,0,https://github.com/livingstonlarus/runic,2025,Python,2025-03-03T07:30:27+00:00
sellmenn/Agentic-PhishNet,"This repository contains MA2P, a multi-agent framework for detecting phishing emails using large language models (LLMs).",0,0,https://github.com/sellmenn/Agentic-PhishNet,2025,Python,2025-08-30T20:11:14+00:00
duydinhlab/DMFAgents,DropMicroFluidAgents (DMFAs): Autonomous Droplet Microfluidic Research Framework Through Large Language Model Agents ,1,0,https://github.com/duydinhlab/DMFAgents,2025,Python,2025-08-14T02:54:07+00:00
emarcins/pythonLLMagent,Small AI agent using Llama-index framework and large language model ChatGPT3.5Turbo,0,0,https://github.com/emarcins/pythonLLMagent,2024,Python,2024-03-05T17:55:00+00:00
BierschneiderEmanuel/LLMAgentCybersecPentest,Large Language Model (LLM) Managed Agent Cybersecurity Pentest Based On The CrewAI Framework,1,1,https://github.com/BierschneiderEmanuel/LLMAgentCybersecPentest,2025,Python,2025-01-27T21:08:17+00:00
aiexplorations/agentic_nld,Chaos Theory in Two-Agent LLM Conversations - Empirical investigation of chaotic dynamics in Large Language Model conversations with mathematical framework and experimental validation,1,0,https://github.com/aiexplorations/agentic_nld,2025,Python,2025-07-27T05:27:27+00:00
rebase-ai/llm-scheduler,"A tool library for large language models to initiate delayed or scheduled tasks through natural language, supporting multiple backends including k8s cronjob/job and celery, and providing integration with mainstream LLM/agent frameworks.",4,0,https://github.com/rebase-ai/llm-scheduler,2024,Python,2024-10-25T06:15:14+00:00
dubin555/IMO-Agent-Framework,This project provides a framework for building and evaluating Large Language Model (LLM) agents designed to solve International Mathematical Olympiad (IMO) problems,1,0,https://github.com/dubin555/IMO-Agent-Framework,2025,Python,2025-07-27T15:21:40+00:00
zongchengzuo/Text2BIM,Implementation of Text2BIM: Generating Building Models Using a Large Language Model-based Multi-Agent Framework,0,0,https://github.com/zongchengzuo/Text2BIM,2025,,2025-06-06T20:03:09+00:00
yaswanth303/chatbot_assignment,"This project implements an Agentic AI Chatbot using a combination of document processing, large language models, and agent frameworks.",0,0,https://github.com/yaswanth303/chatbot_assignment,2025,Python,2025-09-23T10:52:49+00:00
notmanas/llm-eval-dashboard-agent,"An agent-based evaluation framework for Large Language Models (LLMs) using LangGraph. Includes hallucination detection, prompt evaluation, telemetry logging, and dashboard-ready outputs.",0,1,https://github.com/notmanas/llm-eval-dashboard-agent,2025,Python,2025-05-26T15:17:50+00:00
kitmenke/agentic-ai-demo-stlbigdata,"This repository contains a Python-based ReAct agent built with the LangGraph framework, designed to interact with a DuckDB database. It allows users to query the database using natural language, leveraging a large language model to generate and execute SQL queries. Used at the Nov 5, 2025 STL Big Data meetup.",2,0,https://github.com/kitmenke/agentic-ai-demo-stlbigdata,2025,Python,2025-11-07T02:57:27+00:00
ast-fri/EnterpriseBench,"EnterpriseBench is a comprehensive framework designed to evaluate Large Language Model (LLM) agents within realistic enterprise environments. It provides a complete ecosystem for generating, simulating, and evaluating enterprise tasks across multiple business domains including HR, IT, Sales, Software Engineering, and Business Operations.",6,0,https://github.com/ast-fri/EnterpriseBench,2025,Python,2025-11-04T08:41:02+00:00
aknsubbu/CausalRLAgent,A comprehensive reinforcement learning framework for NetHack that integrates Large Language Model (LLM) strategic guidance with causal inference analysis to understand and improve agent decision-making.,2,0,https://github.com/aknsubbu/CausalRLAgent,2025,Python,2025-11-04T14:10:43+00:00
swalehaparvin/agent_tuning,"This project aims to develop a framework for efficiently tuning large language models into specialized agents using a combination of positive examples, negative examples, and synthetically generated interaction trajectories.",1,0,https://github.com/swalehaparvin/agent_tuning,2025,Python,2025-05-26T16:17:26+00:00
MJones235/EvacSim-LLM-ABM,An evacuation simulation framework that integrates Large Language Models (LLMs) with Agent-Based Models (ABMs) to enhance behavioural realism. ,1,0,https://github.com/MJones235/EvacSim-LLM-ABM,2025,Python,2025-03-05T00:19:15+00:00
OrestRocky/PredictiveCortex,"A theoretical framework exploring predictive reasoning in Large Language Models through multi-agent simulation, temporal modeling, and causal inference.",1,0,https://github.com/OrestRocky/PredictiveCortex,2025,Python,2025-10-06T11:52:46+00:00
NealShankarGit/ByzantineBrains,A distributed AI system leveraging large language models (LLMs) to achieve fault-tolerant consensus inspired by the Byzantine Generals Problem. This project explores multi-agent frameworks and consensus algorithms for robust decision-making in uncertain environments.,3,1,https://github.com/NealShankarGit/ByzantineBrains,2025,Python,2025-04-21T14:29:29+00:00
Whth/fabricatio,"Fabricatio is a Python library designed for building applications that leverage Large Language Models (LLMs) using an event-based agent structure. It utilizes Handlebars for templating and provides a robust framework for managing tasks, workflows, and toolboxes, enabling developers to create intelligent and efficient applications. ",5,1,https://github.com/Whth/fabricatio,2025,Python,2025-11-27T14:00:38+00:00
b-smyers/voice-agent-framework,"A flexible, modular Python framework to build voice-activated assistants by mixing and matching any STT (Speech-to-Text), TTS (Text-to-Speech), and LLM (Large Language Model) backends, whether it be open source or proprietary.",0,0,https://github.com/b-smyers/voice-agent-framework,2025,Python,2025-06-16T02:49:53+00:00
Suraj716/Agentic-AI,"This repository showcases the implementation of a multi-agent workflow leveraging MCPs (Modular Control Protocols), LLMs (Large Language Models), and multi-agent coordination using LangChain and LangGraph frameworks.  Note: The codebase has been AI-refactored for improved readability, modularity, and performance.",0,0,https://github.com/Suraj716/Agentic-AI,2025,Python,2025-10-05T12:47:44+00:00
Rish-01/ToT-Agent,"A Python framework for exploring multi-path reasoning in large language models using Tree-of-Thought (ToT) strategies with integrated tool usage. Includes baseline methods (vanilla LLMs, Chain-of-Thought, ReAct) and our multi-path, tool-assisted reasoning agent.",0,0,https://github.com/Rish-01/ToT-Agent,2025,Python,2025-11-28T00:05:19+00:00
brandon-toews/Domain_Bench,A framework for automatically generating domain-specific evaluation benchmarks for Large Language Models (LLMs) using agentic workflows and retrieval-augmented generation (RAG).,1,0,https://github.com/brandon-toews/Domain_Bench,2025,Python,2025-06-13T14:16:13+00:00
Deep-cx-01/Modular-LLM-Agent-Chatbot,"A modular, extensible chatbot framework powered by large language models (LLMs), designed to interact intelligently through specialized agents with distinct capabilities. Easily customizable and scalable for a variety of use cases—from customer support and knowledge retrieval to task automation.",0,0,https://github.com/Deep-cx-01/Modular-LLM-Agent-Chatbot,2025,Python,2025-08-01T10:53:02+00:00
chrisimmel/calliope,"Calliope is an experimental agentic framework that brings modern AI tools like generative AI (large language models and image generation models), computer vision, and vector databases to bear in the creation of interactive art works that dynamically produce images, video, text, and sound.",3,0,https://github.com/chrisimmel/calliope,2025,Python,2025-10-21T11:08:04+00:00
AdewoleK/Corrective-RAG-Agentic-Workflow,The Corrective RAG Agentic Workflow is an advanced AI system that improves traditional RAG frameworks by introducing a self-assessment step. This innovative approach evaluates the relevance of retrieved documents before feeding them into a large language model (LLM) during the generation process. ,0,0,https://github.com/AdewoleK/Corrective-RAG-Agentic-Workflow,2025,Python,2025-06-24T11:50:25+00:00
Nikelroid/adversarial-coevolution,"Adversarial Co-Evolution of RL and LLM Agents: A framework for training high-performance PPO agents against Large Language Models in Gin Rummy, utilizing curriculum learning and knowledge distillation.",0,0,https://github.com/Nikelroid/adversarial-coevolution,2025,Python,2025-11-21T07:05:19+00:00
Mark-Waithaka-M/linkedin_Icebreaker_ai_agent,"a powerful application that leverages Retrieval-Augmented Generation (RAG) and Large Language Models to transform networking and professional connections. By integrating IBM watsonx.ai's capabilities with the LlamaIndex framework,  a tool that can analyze LinkedIn profiles and generate personalized conversation starters",0,0,https://github.com/Mark-Waithaka-M/linkedin_Icebreaker_ai_agent,2025,Python,2025-08-05T12:19:06+00:00
venkateshmadineni79/Evaluating-LLM-Agentic-FHE-CKKS-Code-Generation,"This repository contains a complete framework for generating and evaluating CKKS homomorphic encryption code using Large Language Models (LLMs). The agent is capable of producing compilable and functional code for common encrypted operations, designed to assist researchers with limited domain expertise.",0,0,https://github.com/venkateshmadineni79/Evaluating-LLM-Agentic-FHE-CKKS-Code-Generation,2025,Python,2025-05-11T16:43:01+00:00
sabr5840/AI-Agents-Using-Autogen,This repository contains the implementation of an AI agent as part of the school Assignment. The goal of this assignment is to develop and evaluate an AI agent that can solve a specified task using the Autogen framework and integrate with a cloud-based Large Language Model (LLM) like Mistral AI.,0,0,https://github.com/sabr5840/AI-Agents-Using-Autogen,2025,Python,2025-05-14T13:54:44+00:00
Brtulien/MARO,MARO is an end-to-end multi-agent framework that empowers Large Language Models (LLMs) to detect cross-domain misinformation through automated analysis and optimized decision-making.,0,1,https://github.com/Brtulien/MARO,2025,Python,2025-09-05T12:48:45+00:00
AliNikoo73/OpenManus,"OpenManus is an open-source framework for building general AI agents, enabling users to run and customize powerful LLM-based agents without restrictions or invite codes. It offers easy setup, multi-agent support, and flexible configuration for various large language models.",0,0,https://github.com/AliNikoo73/OpenManus,2025,Python,2025-10-13T20:26:11+00:00
Saikumar1801/LLM-Assistant,"LLM Assistant is a modular framework for building and testing agent-based interactions with Large Language Models (LLMs), including support for OpenRouter integration and Retrieval-Augmented Generation (RAG).",0,0,https://github.com/Saikumar1801/LLM-Assistant,2025,Python,2025-05-17T17:35:59+00:00
ZoltharZay/Psyspace,PsySpace is a novel computational framework that uses Large Language Model (LLM) agents to simulate the emergent psychological and social dynamics of astronaut crews on long-duration space missions. ,0,0,https://github.com/ZoltharZay/Psyspace,2025,Python,2025-09-16T09:32:09+00:00
jose1logo/Personal-Assistant-v1,"An AI-powered agent framework built in Python, designed to simplify the creation of intelligent assistants by combining large language models with customizable tools, prompts, and secure API integration.",1,0,https://github.com/jose1logo/Personal-Assistant-v1,2025,Python,2025-09-04T05:33:57+00:00
JaroslawHryszko/Aletheia,"Aletheia is an experimental framework for building a self-reflective agent — a system capable of persistent memory, internal monologue, and dialogue with a large language model as an external source of metacognition.",0,0,https://github.com/JaroslawHryszko/Aletheia,2025,Python,2025-05-18T03:21:05+00:00
ajitgovindarajan/LLMagentevaluator,This is a design of a evaluation framework that can test how Large language Models can act as agents in mobile environments.  This program will evaluate LLMs ability to navigate simulated Android applications ,0,0,https://github.com/ajitgovindarajan/LLMagentevaluator,2025,Python,2025-07-19T05:32:09+00:00
Gabriel-br2/LLM_Mirror_Test,Experimental framework designed to evaluate whether Large Language Models (LLMs) can spontaneously recognize themselves as embodied agents in simulated environments. Inspired by the classical mirror self-recognition test used in animal cognition research,0,1,https://github.com/Gabriel-br2/LLM_Mirror_Test,2025,Python,2025-09-02T16:16:08+00:00
KyleHung7/data-structure,"This project leverages the Gemini API (Large Language Model, LLM) with AutoGen to create AI agents that solve various problems efficiently. By utilizing AutoGen's multi-agent framework, we implement different use cases such as:  Information retrieval, Data analysis, and Interactive AI assistance",1,0,https://github.com/KyleHung7/data-structure,2025,Python,2025-04-23T10:01:13+00:00
sandaSe/AppReviewerPublic,"This repository contains the implementation of a multi-agent framework for classifying mobile app reviews into categories such as bugs, features, user experience, and ratings. The system leverages large language models (LLMs) along with uncertainty and optimization agents to improve classification accuracy.",0,0,https://github.com/sandaSe/AppReviewerPublic,2025,Python,2025-08-06T13:13:16+00:00
laiyujun1213/Building-Automation,This is the corresponding paper An adaptive task decomposition framework for complex construction projects based on large language models The fine-grained decomposition method and the code project of the main agent are presented.,1,0,https://github.com/laiyujun1213/Building-Automation,2025,Python,2025-09-11T11:30:15+00:00
PollyLeo6/Anagram-Solver,Anagram Solver RL Environment is a custom Reinforcement Learning (RL) framework for training Large Language Model (LLM) agents to solve anagram puzzles — tasks where letters are scrambled and must be rearranged to form valid English words.,0,0,https://github.com/PollyLeo6/Anagram-Solver,2025,Python,2025-10-14T20:18:22+00:00
chrisjcc/llm-applied-research,"Research and development framework for large language models (LLMs), covering fine-tuning, evaluation, and integration into applied systems such as reasoning agents, retrieval-augmented generation, and domain-specific applications. Includes tools for training, benchmarking, and reproducible experiments.",0,0,https://github.com/chrisjcc/llm-applied-research,2025,Python,2025-10-02T00:18:15+00:00
DelmedigoA/langscrape,"Langscrape is a lightweight agentic pipeline for extracting structured data from raw HTML using Large Language Models (LLMs) and helper tools.   It combines robust scraping (via Patchright), LLM reasoning, and XPath-based extraction into a simple, extensible framework.",0,0,https://github.com/DelmedigoA/langscrape,2025,Python,2025-11-25T16:30:46+00:00
GeekAnurag10/Health-GPT,"This repository contains a prototype AI agent designed to explore applications of Large Language Models (LLMs) in the health domain using the Langchain framework. Potential capabilities could include general health question answering, information summarization, or basic task assistance.",0,0,https://github.com/GeekAnurag10/Health-GPT,2025,Python,2025-04-23T12:17:25+00:00
gfidone/COSMOS,"COSMOS (COunterfactual Simulations of MOderation Strategies) is a simulator of Online Social Network (OSN) conversations based on the Agent-Based Modeling (ABM) framework and powered with Large Language Models (LLMs), whose objective is to support experimental evaluation of content moderation strategies.",0,0,https://github.com/gfidone/COSMOS,2025,Python,2025-08-08T09:18:35+00:00
Sehar-12/LLM-SECURITY,"This project focuses on securing large language models (LLMs) by implementing a multi-layered defense framework that combines regex filtering, Agentic AI, and explainable AI techniques to detect and block malicious or unsafe prompts, ensuring safe and reliable AI outputs.",0,0,https://github.com/Sehar-12/LLM-SECURITY,2025,Python,2025-10-24T16:05:43+00:00
a6h15hek/syndicate,"Syndicate is an experimental AI framework integrating multiple specialized personas into a single, dynamic Large Language Model (LLM) system. Each AI agent—Quip, Oracle, Byte, Mika, and Kira—brings unique strengths, enabling adaptive responses ranging from sharp humor to strategic foresight.",0,0,https://github.com/a6h15hek/syndicate,2025,Python,2025-08-25T04:42:44+00:00
MuhammadHaaris278/HybridChatbot,"This project demonstrates how to build an agentic system using Large Language Models (LLMs) that can interact with multiple databases and utilize various tools. It highlights the use of SQL agents to efficiently query large databases. The key frameworks used in this project include OpenAI, LangChain, LangGraph, LangSmith, and Gradio.",0,0,https://github.com/MuhammadHaaris278/HybridChatbot,2025,Python,2025-09-02T11:36:31+00:00
goku3148/AgenEngine,"AgenEngine is a cutting-edge framework designed to streamline AI workflows by integrating multi-agent systems, large language models (LLMs), and modular tool packages. Built with versatility in mind, AgenEngine empowers developers and organizations to harness the power of AI across diverse applications.",1,0,https://github.com/goku3148/AgenEngine,2025,Python,2025-09-05T11:46:05+00:00
owenparsons/tacit-coordination-eval,A benchmark for evaluating Large Language Model (LLM) coordination abilities through multi-agent target-sum games without direct communication. This evaluation framework tests how well LLMs can collaborate to achieve shared goals when they can only observe previous actions but cannot communicate directly.,0,0,https://github.com/owenparsons/tacit-coordination-eval,2025,Python,2025-09-05T13:52:03+00:00
Sreedeeksha20/AI-Projects,"This repository contains multiple AI projects built using modern large language models, vector search, automation pipelines, and deep learning frameworks. Each project demonstrates practical applications of AI such as chatbots, document analysis, agents, and intelligent automation, with clean architecture and reusable components.",0,0,https://github.com/Sreedeeksha20/AI-Projects,2025,Python,2025-11-17T13:46:25+00:00
Kamal6495/LangChain_Basics,"LangChain is a framework for building applications powered by large language models. It simplifies development with open-source components and LangGraph for stateful agents, supports monitoring and evaluation through LangSmith, and enables deployment as production-ready APIs and Assistants via LangGraph Platform.",0,0,https://github.com/Kamal6495/LangChain_Basics,2025,Python,2025-08-26T17:56:04+00:00
chagasma/llm-lab,"LLM Lab is a research-driven repository focused on experiments and studies with Large Language Models (LLMs), Langchain, Langgraph, and other advanced tools. The primary goals are to foster learning and develop scalable, high-quality frameworks for building highly efficient and performant AI agents.",0,1,https://github.com/chagasma/llm-lab,2024,Python,2024-12-02T18:06:52+00:00
YasirAzam6/StockMind-AI,"StockAgent is a Large Language Model (LLM)-powered multi-agent simulation framework that mimics real-world stock trading behavior. It analyzes how external factors—like macroeconomic changes, company events, and policy shifts—impact trading decisions and investor profitability, all while avoiding test data leakage.",1,0,https://github.com/YasirAzam6/StockMind-AI,2025,Python,2025-06-11T11:59:20+00:00
bibekgupta3333/langchain-practical-guide,"A comprehensive, hands-on tutorial repository for learning and mastering LangChain - the powerful framework for building applications with Large Language Models (LLMs). This codebase provides a structured learning path with practical examples covering everything from basic chat models to advanced AI agents, organized in a progressive curriculum.",1,1,https://github.com/bibekgupta3333/langchain-practical-guide,2025,Python,2025-11-20T17:44:41+00:00
Kacppian/grawl,"Grawl is a CLI tool that clones GitHub repositories and generates detailed documentation optimized for Large Language Models (LLMs) using OpenAI's agents framework. It provides insights into repository structure, architecture, key functionalities, and more, making it easier for developers and contributors to understand complex codebases.",0,0,https://github.com/Kacppian/grawl,2025,Python,2025-03-29T18:58:00+00:00
jayjz/VeritasExpense,"**Veritas Expense AI** is an advanced, AI-powered framework for detecting anomalies and non-compliant transactions in corporate expense reports. It leverages the power of Large Language Models (LLMs) through LlamaIndex to create a sophisticated auditing agent that understands both structured financial data and unstructured policy documents.",1,0,https://github.com/jayjz/VeritasExpense,2025,Python,2025-08-23T21:38:03+00:00
Rajeshnay/internship-project,"This project focuses on building an AI-powered virtual assistant that helps users plan personalized travel experiences using Large Language Models (LLMs) and intelligent agents. The application supports both command-line and user interface interactions, powered by the CrewAI framework, and integrates OpenAI, Gemini, or local LLMs using Ollama.",0,0,https://github.com/Rajeshnay/internship-project,2025,Python,2025-04-15T06:43:29+00:00
